id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_name,Number of moves in the opening phase
YUTBo8bU,True,77,mate,white,10+15,pogo78,1452,d_war,1579,King's Pawn Game: Maroczy Defense,4
8Lpz6aTe,True,83,resign,white,10+15,d_war,1571,pogo78,1459,Sicilian Defense: Loewenthal Variation,8
nG635KA8,True,51,resign,white,10+15,sandwedge,1330,d_war,1590,Reti Opening,2
UHurL0yF,True,82,mate,black,10+0,steevendelgado,1408,d_war,1584,King's Gambit,3
be4k7115,True,24,resign,black,10+0,d_war,1595,frietvanpiet,1581,Scotch Game: Classical Variation |  Intermezzo Variation,10
A8rhRJkB,True,66,resign,black,10+0,d_war,1606,ntriggers,1637,Scotch Game,5
6aHAbFv6,True,26,resign,black,10+0,ntriggers,1650,d_war,1592,King's Pawn Game: Maroczy Defense,4
TzerPaAt,True,106,mate,black,8+0,nanaplaza,1451,d_war,1585,Queen's Pawn Game: Mason Attack,3
VF7RHgfO,True,89,resign,black,10+0,d_war,1604,zubkov1,1306,Gunderam Defense,4
Qjj8sEIk,True,45,resign,black,15+0,nobody_cares,1565,d_war,1594,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
QsXoSaql,True,37,mate,white,15+0,d_war,1584,pmagaji,1545,Four Knights Game: Scotch Variation,7
di2HELNg,True,78,outoftime,black,10+0,d_war,1593,ninetynine,1654,Giuoco Piano,6
zWIldr5P,True,84,resign,black,10+0,jediandre,1810,d_war,1575,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,9
q7kFd5x2,True,115,mate,white,10+0,d_war,1567,kendawy,1473,Vienna Game,3
tUjCVsqJ,True,56,resign,white,10+0,cerete,1976,d_war,1569,King's Gambit Declined |  Queen's Knight Defense,4
sWREKfud,True,64,resign,black,15+0,d_war,1576,bishopsacrifice,1719,Sicilian Defense: Old Sicilian,4
yss8gC9l,True,23,resign,white,15+0,itchychess,1494,d_war,1589,English Opening: King's English Variation |  Reversed Sicilian,3
Pf8VbarP,True,67,resign,white,30+0,d_war,1576,artumbo8,1635,Nimzowitsch Defense: Breyer Variation,6
cXeSmj9Y,True,94,mate,black,10+0,mitternachti,1857,bishada,1852,French Defense: Exchange Variation,5
Q9CScjZF,True,94,resign,black,15+5,bishada,1868,kabyle1983,1675,French Defense: Normal Variation,3
X2Bu7jwq,True,32,resign,black,15+5,kabyle1983,1681,bishada,1862,French Defense: Advance Variation,8
7ryxiVbT,False,42,mate,black,10+0,schoonied,1319,chesswithmom,2296,King's Pawn Game: Leonardis Variation,3
poPPti6P,False,35,mate,white,10+0,chesswithmom,2296,schoonied,1319,Bishop's Opening,3
6MNtakFw,False,44,mate,black,10+0,schoonied,1319,chesswithmom,2296,King's Pawn Game: Macleod Attack,3
AiPXVhdm,False,41,mate,white,10+0,chesswithmom,2296,schoonied,1319,Ruy Lopez,5
Rz20eEWW,True,57,resign,white,10+0,chesswithmom,2294,gedionzelalemafc,1742,Sicilian Defense: Hyperaccelerated Pterodactyl,6
IjjIfviR,False,48,mate,black,10+0,schoonied,1319,chesswithmom,2294,Queen's Pawn Game #2,3
e99Zvuey,False,39,mate,white,10+0,chesswithmom,2294,schoonied,1319,Ruy Lopez,5
dc2KJCrf,False,32,mate,black,10+0,schoonied,1319,chesswithmom,2294,Indian Game,2
nYDvnb2F,False,19,mate,white,10+0,chesswithmom,2294,schoonied,1319,Scotch Game,7
xtHtOgFj,False,35,mate,white,10+0,chesswithmom,2294,schoonied,1319,King's Pawn Game: Damiano Defense,4
2O8oQ5Go,False,32,mate,black,10+0,schoonied,1319,chesswithmom,2294,Queen's Pawn Game: Symmetrical Variation,4
n8KxiJs5,False,9,mate,white,10+0,chesswithmom,2294,schoonied,1319,Russian Game: Damiano Variation,6
u45dnkwn,False,27,mate,white,30+8,acostadamaia,1500,burks,1016,Alekhine Defense,2
NrseWJbZ,False,54,mate,black,10+0,burks,1016,elsalvadorp,1016,Vienna Game: Stanley Variation |  Three Knights Variation,6
R3zaaMnf,False,29,mate,white,20+0,jimmysunday,1326,burks,1016,Alekhine Defense: Scandinavian Variation,4
uMePVGzx,False,80,mate,black,20+0,burks,1016,jimmysunday,1326,Zukertort Opening: Black Mustang Defense,2
pUg7hByl,False,85,mate,white,15+15,bilalbilal,1446,burks,1016,King's Pawn Game: Nimzowitsch Defense,3
Oej5pfX8,False,41,mate,white,15+0,zingtingaling,1357,burks,1016,Queen's Pawn Game: Chigorin Variation,4
v67bZv8z,False,36,mate,black,15+0,burks,1016,zingtingaling,1357,Van Geet Opening: Reversed Nimzowitsch,2
Zvyx5Mpt,False,8,resign,white,20+0,pareshshel,1371,burks,1016,Indian Game,2
wut5jenA,False,57,mate,white,20+1,oroszlan,1500,burks,1016,Alekhine Defense,2
3kC5Bpdk,False,64,resign,white,30+8,burks,1016,mrben_10,1230,Zukertort Opening: Queen's Gambit Invitation,2
HicyD758,False,77,mate,white,15+10,brunonicolas,1060,burks,1016,Alekhine Defense: Maroczy Variation,3
Dh5iuYbd,False,3,resign,black,15+0,burks,1016,reggge,1608,Zukertort Opening: Pirc Invitation,2
nj3Dx0uw,False,47,mate,white,9+1,benjor,1683,burks,1016,Alekhine Defense: Normal Variation,4
lI6pKSpl,False,54,mate,black,5+8,burks,1016,albertocdj,1766,Queen's Pawn Game: Chigorin Variation,4
DVhWwOvs,False,35,mate,white,5+8,either-or,1500,burks,1016,Nimzowitsch Defense |  Declined Variation,3
XlZKyUHO,False,61,mate,white,10+0,dangerous1,1702,burks,1016,Alekhine Defense: The Squirrel,6
rGLkLMQ2,False,13,resign,white,10+0,dangerous1,1702,burks,1016,Alekhine Defense: The Squirrel,6
IJvVn8EM,False,32,outoftime,black,5+8,cristoballan,1500,burks,1016,Zukertort Opening: Black Mustang Defense,2
nCwYVNIT,False,46,mate,black,30+9,burks,1016,chad628,1119,Queen's Pawn Game: Chigorin Variation,4
zkk33R0Z,False,40,mate,black,15+0,burks,1016,lance5500,2621,Van Geet Opening,1
5gtNuMhB,False,48,mate,black,10+0,burks,1016,lance5500,2621,Torre Attack,5
WKUyFUnl,True,61,mate,white,10+0,ivarcode,1898,burks,1017,Alekhine Defense: Normal Variation,4
oQviWdet,True,2,outoftime,black,15+15,burks,1034,somerandomguy23,1353,Reti Opening #2,2
zdmtpaYr,False,48,mate,black,15+0,chipmell,1222,idealist_realist,1400,Scandinavian Defense,2
inGxndvk,True,41,mate,white,20+5,lucastal,1361,chipmell,1293,Philidor Defense #2,4
kmhJ0HpD,True,26,mate,black,5+8,chipmell,1309,ajdar1360,1770,French Defense #2,2
wud6yne9,True,71,resign,black,5+5,chipmell,1415,feugerkov,1472,French Defense #2,2
LwDjgMUN,True,79,mate,white,10+0,nicklars,1730,chipmell,1500,Ware Opening,1
E1pnNfzn,False,25,resign,black,30+0,djl295,1543,kryptik,1517,Four Knights Game: Italian Variation,8
HOyZawgT,False,57,resign,white,30+0,kryptik,1517,trumpetplayer106,1420,Queen's Gambit Declined,4
KVUnajds,False,25,resign,white,30+0,trumpetplayer106,1420,kryptik,1517,Nimzowitsch Defense |  Declined Variation,3
AUD5MAeQ,True,51,resign,white,15+0,vasculartapestry,1467,kryptik,1530,London System,5
q4HgxAMD,False,47,mate,white,30+0,kryptik,1530,slens,1413,Sicilian Defense: Paulsen Variation,8
JrAjd4B6,False,34,resign,black,20+0,kryptik,1530,bondarenko_a,1547,Scotch Game: Scotch Gambit,7
dwGtXtBG,False,39,resign,white,20+0,bondarenko_a,1547,kryptik,1530,Queen's Pawn,1
4ih7GF6H,False,78,resign,black,20+0,kryptik,1530,luigitango,1516,Owen Defense,2
h7WPr0QV,False,45,resign,white,20+0,kryptik,1530,dadams7,1503,Queen's Gambit Declined,4
MxHYQ3gI,False,54,resign,black,20+0,kryptik,1530,nasrollahi,1529,Scotch Game: Scotch Gambit,7
4IbrlaHJ,False,38,resign,black,20+0,nasrollahi,1529,kryptik,1530,King's Indian Defense: Zinnowitz Variation,11
jPYQfxD4,True,96,draw,draw,180+180,kryptik,1530,vasculartapestry,1543,Englund Gambit,2
XWKS8u5v,True,60,resign,black,15+0,vasculartapestry,1543,kryptik,1518,Van't Kruijs Opening,1
FDHd0yRf,False,53,mate,white,20+0,hallenmp,1436,kryptik,1518,Sicilian Defense: Bowdler Attack,3
Tm9FnTkP,False,30,resign,black,20+0,kryptik,1518,marcban,1593,Modern Defense,2
ngD6Pt2d,False,99,mate,white,20+0,emma-kun,1516,kryptik,1518,Sicilian Defense: O'Kelly Variation |  Normal System,5
3liaX0lR,True,70,mate,black,10+0,letalenizhod,1669,kryptik,1502,Queen's Gambit Refused: Marshall Defense,4
evTJ06D5,True,53,resign,black,10+0,kryptik,1503,abidara,2041,French Defense: Carlson Gambit,7
w32ByeXT,True,53,mate,white,10+0,kryptik,1487,mertcansevig,1685,Caro-Kann Defense,2
nOAcuZ7Y,True,75,outoftime,white,10+0,kryptik,1472,ionica,1593,King's Knight Opening,3
4tcYYgnP,False,35,mate,white,10+0,ayush7211,1503,kryptik,1472,St. George Defense,4
CBxKbsYj,False,53,resign,white,10+0,buliran,1500,kryptik,1472,Rat Defense: Small Center Defense,4
uqq57W3V,True,136,outoftime,black,10+0,tanganika,1401,artem555,1618,Van't Kruijs Opening,1
eBRGiAzm,True,74,resign,black,10+0,artem555,1632,cemki22,1533,Three Knights Opening,5
VjoCeF7u,True,45,draw,draw,10+0,cemki22,1530,artem555,1635,Caro-Kann Defense: Exchange Variation,5
2ZN3l5z4,True,50,resign,black,10+0,artem555,1654,personalidad,1368,King's Pawn Game: Tayler Opening,5
bK1u2wYn,True,95,resign,white,10+0,artem555,1647,brandon998877,1531,Three Knights Opening,5
PgCQgXoQ,True,154,resign,black,10+0,cleverhero,1494,artem555,1640,King's Indian Attack,3
6EkLMmU5,True,108,resign,black,10+0,agustin1974,1539,artem555,1632,Philidor Defense #2,4
Q5FXOu1K,True,118,outoftime,draw,10+0,tisa67,1820,artem555,1616,Slav Defense: Three Knights Variation,7
BPg0pKCL,True,109,mate,white,10+0,artem555,1606,masoudnahalparvar1,1594,Four Knights Game,6
09fzI0ta,True,55,resign,white,10+0,artem555,1594,justello99,1608,Queen's Gambit Declined,4
l6ld8oKZ,True,115,mate,white,10+0,suryavarchasvin,1621,artem555,1605,Blackmar-Diemer Gambit,3
NSklHTPJ,False,43,resign,black,30+4,artem555,1605,mohammadparham,1593,Italian Game: Giuoco Pianissimo,7
n2xDm4uq,True,100,mate,black,10+0,artem555,1589,mr_poleanu,1928,Sicilian Defense,4
5iRRxP6f,True,39,resign,white,10+0,artem555,1581,azola,1493,Alekhine Defense: Maroczy Variation,3
GWyebKUp,True,36,resign,black,10+0,josip111,1523,artem555,1571,Caro-Kann Defense: Breyer Variation,3
UAyNP5uD,True,10,resign,black,10+0,del157,1248,artem555,1568,Queen's Pawn Game: Chigorin Variation,4
FUtKNNSf,True,59,mate,white,10+0,artem555,1564,inmal,1318,Scandinavian Defense: Mieses-Kotroc Variation,4
0vSN6TVh,True,92,resign,black,10+0,artem555,1582,crisis2016,1590,Philidor Defense #2,4
TJeQKTDp,True,210,mate,black,10+0,scanjet1,1600,artem555,1571,Philidor Defense #2,4
z8ilhy4G,True,83,mate,white,10+0,artem555,1555,madhusudanverma,1711,Sicilian Defense: Closed Variation |  Traditional,4
JVV78yDG,False,29,outoftime,white,10+25,lance5500,2621,artem555,1555,Caro-Kann Defense: Tartakower Variation,10
ZOQ2DVKU,True,120,mate,black,10+0,wiryo12,1584,artem555,1543,Philidor Defense #2,4
V5qVe62M,True,147,mate,white,10+0,artem555,1536,deep108,1500,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
SFhda91Z,True,45,mate,white,30+0,appanov,1594,artem555,1545,Caro-Kann Defense: Karpov Variation,8
nSvKFzXI,True,63,draw,draw,20+0,artem555,1546,pavan_iitg,1522,Philidor Defense #2,4
Wk7jfbfU,True,71,resign,white,10+0,manish_007,1575,artem555,1566,Sicilian Defense,4
dVmZHywv,True,116,mate,black,20+0,hakanclkrs,1562,artem555,1554,Philidor Defense #2,4
nKlIr6Zd,True,40,resign,black,20+0,artem555,1567,charlysunday,1520,Queen's Gambit Declined: Normal Defense,6
CqTeVNC1,False,73,outoftime,white,15+0,super_speed2017,1500,artem555,1567,Queen's Gambit Declined: Queen's Knight Variation,5
YgTzTknz,True,107,draw,draw,10+0,artem555,1566,regaguay,1585,Three Knights Opening: Steinitz Defense,6
t4d1mz2n,False,2,resign,white,30+20,nobodyreally,2430,artem555,1566,Caro-Kann Defense,2
lNZODk1a,True,72,mate,black,10+0,nitzs,1538,artem555,1556,Hungarian Opening,1
r6B8Ic6P,True,45,resign,white,30+10,bishopson,2209,alcianblue,2102,Ruy Lopez: Schliemann Defense,6
mtqeo7IP,True,84,resign,black,30+10,walenti,1988,bishopson,2199,King's Indian Defense: Four Pawns Attack |  Normal Attack,15
oxGgXEO5,True,71,resign,white,30+10,bishopson,2179,vanraj,2154,Torre Attack,5
TstWW48O,True,66,resign,black,30+10,vanraj,2164,bishopson,2157,Caro-Kann Defense: Advance Variation,5
kuw0jpH8,True,82,resign,black,30+10,bishopson,2181,vanraj,2153,Sicilian Defense,4
LNn2rnqb,True,39,resign,white,15+0,bishopson,2148,yummyhat,2274,Torre Attack,5
i5FvJJ1h,True,64,resign,black,15+5,rolfimontenegro,2262,bishopson,2111,Caro-Kann Defense: Classical |  Spassky Variation,15
bsAA1WgB,True,89,resign,white,30+10,bishopson,2098,true_romance,1897,Queen's Pawn Game: Mason Attack,3
JgOfRPyn,True,51,resign,black,15+5,mbreti,2022,bishopson,2080,King's Indian Defense: Accelerated Averbakh Variation,9
cg6IEY46,True,74,resign,black,15+5,bishopson,2114,dobarnamjemirkan,2042,Queen's Gambit Accepted: Rosenthal Variation,6
qq6OX1rr,True,108,mate,black,15+5,iamiamiam,1956,bishopson,2093,Hungarian Opening: Indian Defense,2
VB13RMHj,True,132,draw,draw,15+5,bishopson,2109,mar_matt,1913,Horwitz Defense,2
8zT6I9mh,True,36,resign,black,15+5,bishopson,2151,hout14,2063,Queen's Pawn Game: Symmetrical Variation,4
5kxkjPFg,True,83,mate,white,15+5,vicenzo2115,1946,bishopson,2211,Caro-Kann Defense: Exchange Variation,5
3Z925I8T,True,63,draw,draw,15+0,bishopson,2214,sumitan,2187,Semi-Slav Defense: Main Line,9
oSkmipx4,True,75,resign,white,15+5,bishopson,2173,susmit,2118,Scandinavian Defense: Modern Variation |  Gipslis Variation,8
g3NZ6L6m,True,77,resign,white,20+5,notsoyoungme,2175,bishopson,2231,Indian Game,2
FxzMfNlo,True,66,outoftime,black,10+5,syahran,2239,bishopson,2151,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,6
A3zvbpkF,True,82,outoftime,black,10+0,bishopson,2250,chrisitane-taubira,2091,Queen's Gambit Declined,4
Suq0mRGy,True,90,resign,black,5+8,ocean56,2120,bishopson,2170,Caro-Kann Defense: Panov Attack |  Gunderam Attack,9
GGL3au8b,True,99,draw,draw,5+5,bishopson,2148,smjt,2213,Torre Attack,5
M9fcGFRd,True,70,resign,black,7+8,christos22,1887,bishopson,2045,Caro-Kann Defense: Hillbilly Attack,3
VVKY2iMm,True,41,outoftime,white,5+8,bishopson,1500,alberto2,1973,Torre Attack,5
0Y3l5UpU,True,7,mate,white,19+0,didmeistris,1689,qqqirmantas,1135,St. George Defense,2
hwy6SsRr,True,7,mate,white,19+0,didmeistris,1686,qqqirmantas,1139,St. George Defense,2
pFsFrttE,True,7,mate,white,9+0,zalgiris15,1693,qqqirmantas,1144,St. George Defense,2
QjqIySkz,True,7,mate,white,9+0,zalgiris15,1690,qqqirmantas,1149,St. George Defense,2
RQWLiLP1,True,7,mate,white,19+0,didmeistris,1737,qqqirmantas,1154,St. George Defense,2
FuctUjT8,True,7,mate,white,5+180,zalgiris15,1630,qqqirmantas,1161,St. George Defense,2
PQlrmaLS,False,52,mate,black,10+0,oceanicharvest,1987,fisher_gary,1749,Queen's Gambit Declined: Modern Variation,7
5xcejyZz,False,49,mate,white,15+5,oceanicharvest,1987,irispseudonym,1548,Russian Game: Three Knights Game,5
iHTW8qwb,False,81,draw,draw,10+0,oceanicharvest,1987,iskander1102,1500,Queen's Gambit Declined: Modern Variation,7
KO0lkNjc,False,46,mate,black,10+2,drumman,1500,oceanicharvest,1987,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
dRQdwTaj,False,3,resign,black,20+15,oceanicharvest,1987,irispseudonym,1568,Hungarian Opening: Symmetrical Variation,2
7PVvWVMv,False,94,resign,white,20+15,irispseudonym,1568,oceanicharvest,1987,Old Benoni Defense,2
KOsS9PcV,False,22,resign,white,20+15,irispseudonym,1568,oceanicharvest,1987,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
tWHeECXV,False,117,mate,white,20+15,oceanicharvest,1987,irispseudonym,1568,Philidor Defense: Nimzowitsch Variation,7
Ou8A8uvd,False,106,mate,black,15+0,irispseudonym,1568,oceanicharvest,1987,Englund Gambit Declined |  Reversed French,3
rmNDttEt,False,21,mate,white,15+0,oceanicharvest,1987,irispseudonym,1568,Russian Game: Karklins-Martinovsky Variation,7
GjSwxdzY,False,48,mate,black,15+0,irispseudonym,1568,oceanicharvest,1987,Queen's Pawn Game,2
0olUXC0C,False,4,outoftime,black,15+10,oceanicharvest,1987,bhautik2,1500,King's Knight Opening: Normal Variation,4
Ph5ZNbzU,False,31,resign,black,10+0,oceanicharvest,1987,project29,1500,Sicilian Defense: Bowdler Attack,3
XfUd7rF4,False,27,resign,black,10+20,oceanicharvest,1987,irispseudonym,1568,Petrov's Defense #4,7
FBnA4XJ4,False,31,resign,black,10+20,oceanicharvest,1987,irispseudonym,1560,Petrov's Defense #4,7
VqGAQblR,False,56,resign,white,15+20,irispseudonym,1519,oceanicharvest,1987,Queen's Pawn Game #2,3
VxCTVvN9,False,59,mate,white,10+0,oceanicharvest,1987,gerineldo43,1500,Queen's Gambit Accepted,4
GRZZ1Yno,False,54,resign,white,10+0,rocch26,1559,oceanicharvest,1987,Queen's Pawn Game: Chigorin Variation,4
624khfjJ,True,53,resign,white,7+9,gone2dogz,1789,shadowtiger,1843,Trompowsky Attack: Classical Defense |  Big Center Variation,5
JBRRjZox,True,29,resign,white,10+0,mmshatranj,1707,shadowtiger,1858,Three Knights Opening,5
UEU38SNx,True,56,resign,black,5+13,shadowtiger,1872,ivko73,1777,French Defense: Tarrasch Variation,5
2gIyDXAh,False,12,outoftime,black,30+45,sex_god,1423,mensajero7,1799,Anderssen Opening,1
iiinWFSk,True,58,mate,black,10+2,ytdvvc,1404,adilet123,1515,Modern Defense: Mongredien Defense #2,6
74pigEaM,False,14,resign,black,20+0,gabyz1906,1500,ytdvvc,1404,Vienna Game: Zhuravlev Countergambit #2,4
Ya23pK9T,True,57,mate,white,10+11,petrovself,1667,ytdvvc,1404,Queen's Gambit Accepted: Normal Variation,5
7YHyNLnX,False,124,mate,black,8+0,ytdvvc,1404,emelianenko,1637,King's Pawn Game: Wayward Queen Attack,3
GBtWrnFR,False,30,resign,white,10+0,ytdvvc,1404,killeriowa,1312,King's Pawn Game: Wayward Queen Attack,3
cw2huOdb,False,22,resign,black,10+0,killeriowa,1312,ytdvvc,1404,Scotch Game,7
4qWmkJcX,False,92,resign,white,25+4,ytdvvc,1404,nelanto75,1341,Nimzowitsch Defense: Pseudo-Spanish Variation,3
BUJ1djql,True,72,resign,black,20+0,commodore,1749,ytdvvc,1404,Center Game: Paulsen Attack Variation,7
j6YsVT8z,True,18,resign,black,20+0,commodore,1749,ytdvvc,1404,Center Game #2,3
cbsKbsCn,False,1,outoftime,white,5+15,slowgamer,2100,ytdvvc,1404,King's Pawn,1
Z5bwx2wW,True,54,resign,black,5+8,nescau12,2009,ytdvvc,1404,Ruy Lopez: Berlin Defense #2,6
jkBxWFiY,True,43,resign,white,10+0,ahmadmz,1643,nitink1,1355,Sicilian Defense: Bowdler Attack,3
28gf4cw0,True,21,resign,white,10+0,dma54,1368,nitink1,1512,Italian Game: Anti-Fried Liver Defense,6
u4bbL7s5,True,31,draw,draw,15+0,nitink1,1500,ranniere,1524,Queen's Gambit Refused: Chigorin Defense,4
xrmR0nj4,True,22,resign,white,10+10,mexicanstaringfrog,1858,thehutchtouch,1837,Sicilian Defense: Smith-Morra Gambit,5
0OWYjmde,True,119,draw,draw,10+10,lequangtho,1852,thehutchtouch,1836,Sicilian Defense: Old Sicilian,4
sr8UP7It,True,41,resign,black,10+5,thehutchtouch,1847,avm1979,1835,Horwitz Defense,2
taJyEmUO,True,77,mate,white,15+15,thehutchtouch,1838,fadanov,1798,Queen's Pawn Game: Mason Attack,3
HRPi7TrQ,True,56,resign,black,5+6,borgerasm,1892,thehutchtouch,1825,Sicilian Defense: Hyperaccelerated Fianchetto,5
rJcEBJBt,True,60,resign,black,20+0,mair2,1836,thehutchtouch,1814,English Opening: Symmetrical Variation,2
m8B6Use4,True,66,outoftime,black,10+5,gmjorge13,1826,thehutchtouch,1802,Slav Defense #3,6
pLcSQsY4,True,45,resign,white,6+8,thehutchtouch,1793,deneco,1768,Queen's Pawn Game: Mason Attack,3
NUsbYwp6,True,57,mate,white,15+0,country47it,1751,thehutchtouch,1805,Sicilian Defense: Bowdler Attack,3
AVI19Y4E,True,66,resign,black,8+8,thehutchtouch,1814,joses1,1878,Indian Game,2
TtHyOAW9,True,104,draw,draw,10+13,thehutchtouch,1813,2700172,1850,Dutch Defense,2
IGtPhdkR,True,55,mate,white,10+0,omelas,1837,thehutchtouch,1823,Sicilian Defense: Open #3,7
c9SiOFTa,True,24,resign,black,10+0,thehutchtouch,1839,daffa16,1632,Dutch Defense,2
OMcc1hiD,True,86,mate,black,10+0,thehutchtouch,1853,ridamo,1778,Horwitz Defense,2
nQrGebim,True,107,outoftime,white,10+0,elmousse7,1874,thehutchtouch,1863,Queen's Pawn Game: Zukertort Variation,3
WAbJI3cD,True,37,resign,black,10+0,thehutchtouch,1873,bihin_chee,1905,English Defense #2,2
Tt8Kb3nS,True,36,resign,black,10+0,xavier-cox,1575,thehutchtouch,1869,Sicilian Defense: Old Sicilian,4
seMNNCJi,True,78,resign,black,10+0,hallelujahcat,1818,thehutchtouch,1860,Queen's Pawn Game: Steinitz Countergambit,4
RFab1IJW,True,140,mate,black,10+0,firouz,1922,thehutchtouch,1847,Slav Defense: Exchange Variation |  Schallopp Variation,11
tX2naeOg,True,117,outoftime,white,10+0,thehutchtouch,1839,sergpav,1743,Indian Game,2
ki0jLhS6,True,84,outoftime,black,10+0,thehutchtouch,1857,salahudhinvp,1565,Horwitz Defense,2
GFxOcKUq,True,63,resign,black,10+0,thehutchtouch,1868,a_th-19,1874,Queen's Pawn Game: Mason Attack,3
jNrWtGX5,True,96,resign,black,10+0,thehutchtouch,1879,rootchessbr,1844,Queen's Pawn,2
Js7pN7KZ,True,106,outoftime,black,10+0,shamliq,1912,thehutchtouch,1867,Slav Defense,4
nNk9MHI5,True,71,resign,white,10+0,bluefish1007,1609,thehutchtouch,1880,Sicilian Defense: Old Sicilian,4
6R2v67bn,True,60,resign,black,10+0,thehutchtouch,1893,argas19,1830,Horwitz Defense,2
19ArzwYS,True,63,resign,white,10+0,rahza,1962,thehutchtouch,1901,Sicilian Defense,4
ZtYZePhU,True,40,resign,white,15+15,quasar11235,1708,thehutchtouch,1918,Sicilian Defense,4
oCv2R2MR,True,47,resign,white,10+0,thehutchtouch,1907,pime,1906,Indian Game,2
aCXlyQOU,True,50,draw,draw,10+0,jsifrask,1979,thehutchtouch,1905,Queen's Pawn Game: Zukertort Variation,3
n4V0dedC,True,40,resign,black,10+0,thehutchtouch,1916,leonio,1907,Indian Game,2
8KmzBZ9y,True,53,resign,white,10+0,thehutchtouch,1904,hellcat62,1938,Modern Defense,2
SIKRcEMD,True,41,resign,white,10+0,anukumar,1964,thehutchtouch,1913,Sicilian Defense: Bowdler Attack,3
lJ3ZKDw6,True,131,mate,white,10+0,thehutchtouch,1904,r1111,1862,Queen's Pawn Game: Mason Attack,3
a9glB1SK,True,104,outoftime,black,10+0,kastighos,1847,thehutchtouch,1895,Sicilian Defense #2,6
wq9z5sz4,True,48,resign,black,10+0,thehutchtouch,1908,jvlima,1832,Queen's Pawn Game: Mason Attack,3
5xV6FbGu,True,113,resign,white,10+0,thehutchtouch,1900,akiyama27,1794,Englund Gambit Complex: Englund Gambit,6
gET1dSMU,True,43,resign,white,10+0,alcarax,2018,thehutchtouch,1908,Blackmar-Diemer Gambit: Teichmann Variation,10
0zhnlKaU,True,40,resign,black,10+0,atakan0016,1786,thehutchtouch,1900,Sicilian Defense: McDonnell Attack,3
fY46oypq,True,54,mate,black,10+0,srdjanveljovic,1847,thehutchtouch,1891,Sicilian Defense: Open #3,7
YATj1f7y,True,31,resign,white,10+0,thehutchtouch,1881,srdjanveljovic,1857,Horwitz Defense,2
Zc0rnHR7,True,40,mate,black,10+0,masterkill1,1831,thehutchtouch,1872,Slav Defense: Quiet Variation |  Pin Defense,8
XtBaqhPa,True,61,resign,white,10+0,thehutchtouch,1862,anarchist-nazgul,1825,Horwitz Defense,2
tA2titOK,True,34,resign,black,10+0,thehutchtouch,1874,goldy_pama,1837,Queen's Pawn Game: Mason Attack,3
k3ZdA5JN,False,116,mate,black,15+5,vulcanforge,1319,frankie0909,1739,Sicilian Defense: Modern Variations |  Main Line,8
iizS8jej,False,31,mate,white,15+5,frankie0909,1739,vulcanforge,1319,Caro-Kann Defense,2
GHDD6TVr,False,4,resign,white,25+0,dersonx,1589,frankie0909,1739,Sicilian Defense,4
1Bl8n99U,False,58,mate,black,15+5,sniperpro22,1500,frankie0909,1739,Mieses Opening,1
JROlKBan,False,57,mate,white,15+5,frankie0909,1739,nate_the_great,1500,Owen Defense,2
5ozAAbRu,False,52,mate,black,15+5,darkkjon,1500,frankie0909,1739,Anderssen Opening,1
YLU8ByvP,False,79,resign,black,10+2,pestain,1342,ultralisco,1449,Philidor Defense #3,5
duGWb6s7,False,31,resign,white,10+2,chessmania1999,1605,pestain,1342,Sicilian Defense,5
wOEXW9Kt,True,83,resign,black,10+0,clousems,1629,hamdullah,1476,Queen's Pawn Game: Krause Variation,4
JO133Y1i,True,49,mate,white,10+5,clousems,1629,hokagua,1047,Queen's Gambit Declined,4
a9Yi2qLU,True,103,mate,white,15+0,clousems,1627,simul79,1148,Ruy Lopez: Exchange Variation |  Normal Variation,9
rXKSU3nF,True,105,resign,white,10+0,clousems,1617,rrj9,1575,Queen's Gambit Refused: Marshall Defense,4
mepGbyy1,True,52,resign,black,10+0,alex236,1509,clousems,1609,Queen's Pawn Game: London System,5
PpdQylxJ,False,53,outoftime,white,60+10,sanmarcos,2334,flamemaster51,1453,Sicilian Defense: Paulsen Variation,8
P9Tg3bIy,False,73,resign,white,15+0,s-maheshwari,1500,flamemaster51,1453,Sicilian Defense: Bowdler Attack,3
HbKMqUDU,True,51,resign,black,10+0,flamemaster51,1461,kvs,1567,Philidor Defense: Nimzowitsch Variation #2,6
dmrGSE5L,False,90,resign,black,15+0,austevoo,1133,flamemaster51,1461,Sicilian Defense: Bowdler Attack,3
EdgBgzL0,True,78,resign,black,15+0,flamemaster51,1477,mudasir,1297,Old Indian Defense,3
MBbbCChu,True,70,resign,black,15+0,mudasir,1303,flamemaster51,1471,Sicilian Defense: Smith-Morra Gambit #2,3
JbFacjLX,True,33,resign,white,15+0,flamemaster51,1464,mudasir,1310,Sicilian Defense: Franco-Sicilian Variation,6
C8aqJ7wX,True,27,resign,white,10+4,flamemaster51,1456,albertolondonom,1366,King's Knight Opening,3
MDLDX0v7,True,40,resign,white,8+0,jlb78,1385,flamemaster51,1470,Sicilian Defense,2
