id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_name,Number of moves in the opening phase
TZJHLljE,False,13,outoftime,white,15+2,bourgris,1500,a-00,1191,Slav Defense: Exchange Variation,5
l1NXvwaE,True,16,resign,black,5+10,a-00,1322,skinnerua,1261,Nimzowitsch Defense: Kennedy Variation,4
mIICvQHh,True,61,mate,white,5+10,ischia,1496,a-00,1500,King's Pawn Game: Leonardis Variation,3
kWKvrqYL,True,61,mate,white,20+0,daniamurashov,1439,adivanov2009,1454,Queen's Pawn Game: Zukertort Variation,3
9tXo1AUZ,True,95,mate,white,30+3,nik221107,1523,adivanov2009,1469,Philidor Defense,5
MsoDV9wj,False,5,draw,draw,10+0,trelynn17,1250,franklin14532,1002,Sicilian Defense: Mongoose Variation,4
qwU9rasv,True,33,resign,white,10+0,capa_jr,1520,daniel_likes_chess,1423,Blackmar-Diemer Gambit: Pietrowsky Defense,10
RVN0N3VK,False,9,resign,black,15+30,daniel_likes_chess,1413,soultego,2108,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
dwF3DJHO,True,66,resign,black,15+0,ehabfanri,1439,daniel_likes_chess,1392,Italian Game: Schilling-Kostic Gambit,6
afoMwnLg,True,119,mate,white,10+0,daniel_likes_chess,1381,mirco25,1209,Scandinavian Defense: Mieses-Kotroc Variation,4
HgKLWPsz,False,39,mate,white,20+60,daniel_likes_chess,1381,anaissac,1272,Van't Kruijs Opening,1
Vf5fKWzI,False,38,resign,black,20+60,daniel_likes_chess,1381,subham777,1867,French Defense: Advance Variation |  Paulsen Attack,9
HRti5mKv,False,60,resign,black,5+40,daniel_likes_chess,1381,roman12342005,1936,French Defense: Knight Variation,3
2fEjSei6,False,31,resign,black,8+0,daniel_likes_chess,1381,alkhan,1607,French Defense #2,2
u7i6dOaJ,False,31,mate,white,15+15,shivangithegenius,1094,sureka_akshat,1141,Four Knights Game: Italian Variation,8
guanvMR5,False,43,resign,black,15+15,sureka_akshat,1141,shivangithegenius,1094,Italian Game: Two Knights Defense |  Knight Attack,7
PmpkWkmm,False,52,resign,black,15+15,shivangithegenius,1094,sureka_akshat,1141,Four Knights Game: Italian Variation,8
EwaK0IsE,False,66,mate,black,15+16,sureka_akshat,1141,shivangithegenius,1094,Four Knights Game: Italian Variation,8
yrSDozT3,False,101,resign,black,15+15,shivangithegenius,1094,slam_ment,1300,Philidor Defense #3,5
x31mXlvc,False,25,resign,white,11+0,g-ios,1500,shivangithegenius,1094,Queen's Pawn Game,2
oQklnWWp,False,14,resign,black,15+15,shivangithegenius,1094,lex_v1,1676,Italian Game: Anti-Fried Liver Defense,6
QFCZwY1f,False,3,resign,white,30+60,shivangithegenius,1094,themannichreaction,1068,Horwitz Defense,2
5cgBygpI,False,17,resign,white,15+5,storm28rus,1500,shivangithegenius,1094,Sicilian Defense: Bowdler Attack,3
UhXXBOMY,True,36,resign,white,10+0,robotsmoke,1307,shivangithegenius,1106,English Opening: King's English Variation |  Reversed Closed Sicilian,4
mCij4hBq,True,13,resign,black,10+0,shivangithegenius,1113,ivangonzalez123,1423,Sicilian Defense: Smith-Morra Gambit #2,3
ifUMWtVj,True,69,mate,white,10+10,shivangithegenius,1078,sureka_akshat,1219,Queen's Pawn Game: Chigorin Variation,4
Wf0zuLQQ,True,43,resign,white,10+10,gmcarlsen403,1825,shivangithegenius,1079,Scotch Game: Haxo Gambit,8
srz9QfSN,True,54,mate,black,10+10,mannat1,1328,shivangithegenius,1038,Queen's Pawn Game: Chigorin Variation,4
NS6ccssb,True,53,resign,black,10+10,shivangithegenius,1056,biyanivedant01,1156,Slav Defense,4
M3vpf2Ki,True,66,mate,black,10+10,shivangithegenius,1077,chinmaysharma,1148,Queen's Gambit Refused: Marshall Defense,4
fXhNOnOn,True,64,resign,black,10+10,biyanivedant01,1358,shivangithegenius,1036,Sicilian Defense: Smith-Morra Gambit #2,3
DiCTkvZH,True,64,mate,black,10+10,rv0209,1200,shivangithegenius,1002,Sicilian Defense: Canal Attack |  Main Line,6
FSkgvV2E,True,54,resign,white,10+10,vihaandumir,1203,shivangithegenius,1019,Sicilian Defense,3
F1mRjzPr,False,21,resign,black,15+3,shivangithegenius,1019,shamlanaseer,1500,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
Lq24M4KQ,False,11,resign,white,18+0,medovich,1422,shivangithegenius,975,Sicilian Defense: Bowdler Attack,3
lHNM8cl5,True,19,resign,black,10+0,shivangithegenius,976,sorethea,1832,Robatsch (Modern) Defense,4
GfeEgLV3,True,28,resign,white,10+0,rico21,1569,shivangithegenius,978,Blackmar-Diemer Gambit: Tartakower Variation,10
OR6aULrW,False,22,resign,black,15+0,shivangithegenius,978,jojo58,1500,Indian Game,2
Yg006qwa,False,37,resign,white,15+0,jojo58,1500,shivangithegenius,978,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,17
G5S21pXK,False,34,resign,white,30+30,rajuppi,2449,shivangithegenius,978,English Opening: King's English Variation |  Reversed Sicilian,3
R9a2DLwe,False,32,draw,draw,20+25,white_queen_1990,1207,shivangithegenius,978,Sicilian Defense: Dragon Variation,10
r4LcBZA7,False,71,resign,black,5+5,milestretch,1241,shivangithegenius,978,Sicilian Defense: Closed Variation,3
SDDXGw21,False,30,resign,white,30+0,stephen789,1500,shivangithegenius,978,Sicilian Defense: Smith-Morra Gambit #2,3
oqoT4DLS,False,66,resign,white,40+40,rajuppi,2443,shivangithegenius,978,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,17
eSociDPG,False,41,resign,white,20+0,hmbrgr,1500,shivangithegenius,978,Sicilian Defense: Smith-Morra Gambit #2,3
mpzYDfIK,False,49,resign,white,15+0,jjwrchess,1500,shivangithegenius,978,Sicilian Defense: Bowdler Attack,3
27zreJYy,False,3,resign,black,15+0,shivangithegenius,978,jjwrchess,1500,Scandinavian Defense,2
IRYkgI8N,False,7,resign,white,10+0,adnanraj,1343,shivangithegenius,978,Sicilian Defense: Bowdler Attack,3
tLnhk43J,False,35,mate,white,40+40,rajuppi,2436,shivangithegenius,978,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,17
iq3Kz06t,False,41,mate,white,40+40,rajuppi,2436,shivangithegenius,978,Scandinavian Defense: Mieses-Kotroc Variation,4
AAw1TiNN,False,5,resign,black,10+0,shivangithegenius,978,balkarec,1500,French Defense: Normal Variation,3
n4vRYUCW,False,7,resign,white,10+0,lucasimeon,1500,shivangithegenius,978,King's Pawn Game: Beyer Gambit,4
KYPdQv8e,False,53,mate,white,10+0,shivangithegenius,978,lucasimeon,1500,Dutch Defense,2
p30PeXvE,False,36,resign,black,10+0,lucasimeon,1500,shivangithegenius,978,English Opening: King's English Variation,2
PBS4FEld,True,8,resign,white,16+0,wing175,1521,gerfsh,1162,Zukertort Opening: Ross Gambit,2
0lDqWVlz,True,3,resign,white,6+10,caramiecho72,1407,gerfsh,1500,Sicilian Defense: Closed Variation,3
O3wdIwg7,True,28,resign,white,10+0,mazyaraghgmail,1492,wpc96,1458,Vienna Game: Mengarini Variation,5
48ktrxLp,True,30,resign,black,10+0,anrk,1414,wpc96,1442,Philidor Defense: Larsen Variation,8
i2GBGO0R,True,44,resign,black,10+0,wpc96,1457,tbaruel,1294,Scotch Game,5
QZSTu1aT,True,29,resign,white,10+0,acahn,1525,wpc96,1466,Philidor Defense: Lopez Countergambit,6
9tU9MM6P,True,37,resign,black,8+10,iskendermyucel,1207,oldpaths,1579,French Defense: Knight Variation,3
ztpC1S2c,True,49,resign,white,8+12,oldpaths,1567,david1488,1573,Modern Defense,2
qc8aH5XL,True,32,resign,black,8+12,oldpaths,1578,lc777,1605,Horwitz Defense,2
6sTz6t7D,True,25,resign,white,8+12,jordanfury,1939,oldpaths,1581,Blumenfeld Countergambit #2,6
XuyVUkDi,True,40,mate,black,5+10,porquepepe,1618,oldpaths,1568,French Defense #2,2
D5Oa4vGO,True,39,resign,white,7+12,gio1212,1755,oldpaths,1574,Zukertort Opening: Kingside Fianchetto,2
6QAiH2Yy,True,57,resign,white,15+10,oldpaths,1561,rubberchicken04,1596,Indian Game,2
l7top9ps,True,78,resign,black,5+40,berejokserg,1500,oldpaths,1554,French Defense: Queen's Knight,3
nG3Of11I,True,61,resign,white,15+5,oldpaths,1544,trump216bc,1461,Queen's Pawn Game: Mason Attack,3
cUzM68JF,True,44,resign,black,20+5,oldpaths,1563,efer003,1335,Queen's Pawn Game: Mason Attack,3
NZSBXWl2,True,62,mate,black,20+5,oldpaths,1579,fcolpo,1470,Queen's Pawn,2
DHuXFP6C,True,87,mate,white,20+5,chesschumpchamp,1617,oldpaths,1590,Indian Game,2
00R4UOcU,True,54,mate,black,20+5,aminox,1207,oldpaths,1588,French Defense: Advance |  Steinitz Variation,7
IN15cBnB,True,54,resign,black,15+5,oldpaths,1595,sale0706,1547,Queen's Pawn Game: Mason Attack,3
WYOts2ME,True,37,resign,white,15+5,redar1,1855,oldpaths,1599,French Defense: Exchange Variation,5
oWFQ8mnz,True,50,resign,white,15+5,oldpaths,1589,insequitur,1547,Horwitz Defense,2
i2I8y9Xh,True,131,resign,white,30+0,oldpaths,1571,tb-123,1728,Queen's Pawn Game: London System,5
osPCRdxJ,True,48,resign,white,30+0,tb-123,1720,oldpaths,1579,French Defense: Chigorin Variation,3
Mi1AmkiI,True,47,resign,black,15+5,oldpaths,1579,iris_foxspring,2105,Queen's Pawn Game: London System,5
7kK30TmL,True,64,mate,black,15+5,zoro55,1768,oldpaths,1560,French Defense: La Bourdonnais Variation,3
ThCXomTn,True,61,resign,white,15+5,oldpaths,1552,geburah,1436,Queen's Pawn Game: Mason Attack,3
4dH72B3d,True,57,mate,white,15+5,oldpaths,1536,urmil007,1667,Queen's Pawn Game: London System,5
4jRtIZTy,True,51,resign,white,15+5,serai,1521,oldpaths,1549,English Opening: Anglo-Lithuanian Variation,2
wNK2HdLb,True,58,mate,black,15+5,allahdeweswin,1251,oldpaths,1545,Crab Opening,3
d62Tg4dc,True,71,resign,white,15+5,oldpaths,1537,antoniogallero,1408,Queen's Pawn Game: Mason Attack,3
TaSQfvww,True,114,resign,white,15+5,oldpaths,1522,matheuswillx,1512,Queen's Pawn,1
Xwpzq87m,True,39,resign,white,15+5,euler_jr,1602,oldpaths,1532,French Defense: Winawer Variation |  Advance Variation #2,11
AHmgnsKz,True,20,resign,black,15+5,oldpaths,1543,euler_jr,1593,Queen's Pawn Game: London System,5
MfNml1rl,True,48,resign,black,30+0,oldpaths,1556,krillnor,1539,Queen's Pawn Game: Mason Attack,3
mEAvshF2,True,34,mate,black,20+10,hoanghieudro2,1409,oldpaths,1548,French Defense: Knight Variation,3
ySsVdRfw,True,51,resign,white,20+10,oldpaths,1539,hoanghieudro2,1418,Queen's Pawn Game: London System,5
ylLqmXwb,True,69,resign,white,20+10,ehabhaddad,1603,oldpaths,1550,French Defense: Queen's Knight,3
8mceLIXN,True,28,resign,white,20+10,oldpaths,1542,gabrielsol,1399,Queen's Pawn Game: Steinitz Countergambit,4
YmJpuJkM,True,62,resign,black,20+10,oldpaths,1546,crushmik,1877,Queen's Pawn Game: London System,5
PNNfempy,True,62,mate,black,20+10,amary33,1134,oldpaths,1535,Queen's Indian Defense,4
TVfozmF5,True,85,mate,white,20+10,oldpaths,1513,remisero,1784,Horwitz Defense,2
4LX77G3m,True,38,resign,white,20+10,oldpaths,1501,ryan94,1445,Queen's Pawn Game: London System,5
nBfSissu,False,14,resign,white,45+0,lotfibma,1500,hollyandclaws,1500,Italian Game: Giuoco Pianissimo |  Normal,8
h1unxHlo,True,113,draw,draw,15+0,avelez8,1745,anonymous1705,1714,Queen's Gambit Refused: Marshall Defense,4
OIyTAHCP,True,62,resign,white,15+0,avelez8,1734,ars01,1748,Queen's Gambit Refused: Marshall Defense,4
bnCnIJSz,True,101,resign,white,10+0,salah04,1942,avelez8,1739,French Defense: Marshall Variation,6
ZzWyY1f8,True,75,outoftime,white,10+0,avelez8,1724,vincenzo2000,1855,Scotch Game,7
mkKSL3Ev,True,135,mate,white,10+0,majid_alsalhi,1951,avelez8,1729,French Defense: Advance Variation |  Main Line,11
aVwWNjNR,True,81,outoftime,white,10+0,avelez8,1726,pavankumarg,1388,Philidor Defense,5
DNUmSBH4,True,46,resign,black,10+0,avelez8,1735,mrmaccc,1806,Gruenfeld Defense,6
Tlng5eqN,True,70,mate,black,10+0,hopefullman15,1597,avelez8,1728,French Defense: Knight Variation,3
wljkejE0,True,39,resign,white,10+0,laeca53,1743,avelez8,1738,French Defense: Rubinstein Variation |  Fort Knox Variation,10
iNZuj8bY,True,91,resign,white,10+0,totoymate,1721,avelez8,1750,Queen's Gambit Declined: Traditional Variation,7
Kan2JKOp,True,137,outoftime,white,10+0,avelez8,1746,frynoodles,1487,Queen's Gambit Accepted: Old Variation,5
bCUwPEJ7,True,46,resign,black,10+0,jdalcheco,1744,avelez8,1735,French Defense: Advance Variation |  Paulsen Attack,9
zTwM10Si,True,18,resign,black,10+0,avelez8,1749,yolandoparada,1631,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,9
PBQ5Il7e,True,28,resign,black,10+0,avelez8,1769,murattibogurcu,1396,Queen's Gambit Accepted: Old Variation,5
z1LTn4pe,True,40,resign,black,5+8,cdvh,1795,hunecel,1760,Yusupov-Rubinstein System,5
7NKtCk3B,True,111,mate,white,15+0,hafedfree,1729,cdvh,1795,Queen's Gambit Declined: Queen's Knight Variation,5
TMtvbg3w,True,54,mate,black,10+0,decem,1795,cdvh,1784,Ruy Lopez: Classical Variation,6
0OXPfTEt,True,33,resign,white,10+0,cdvh,1770,japcan,1872,Queen's Pawn Game: Zukertort Variation,3
YzMf40DM,True,90,resign,black,10+0,cdvh,1783,raubstein,1721,Queen's Pawn Game: London System,5
q3NHAFFp,True,90,resign,black,10+0,ashishbarda,1884,cdvh,1768,Ruy Lopez: Classical Variation |  Central Variation,7
Gz7Icasx,True,40,mate,black,10+0,omid163,1756,cdvh,1756,Bishop's Opening: Ponziani Gambit,5
3n4poRIX,True,49,outoftime,white,8+0,cdvh,1724,capito2017,1958,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5
XRuQPSzH,True,50,resign,black,10+0,chess-brahs,2036,cdvh,1706,King's Indian Attack: French Variation,6
XPZikam7,True,59,mate,white,10+0,cdvh,1706,dashy1,925,Queen's Pawn Game: London System,5
5SNh53F9,True,26,outoftime,black,15+15,mosheaugustyn,1244,sassou,1219,Nimzowitsch Defense: Mikenas Variation,4
ezdEKpqG,True,23,mate,white,15+15,sassou,1215,memoryberat,921,Italian Game,5
WyQjriEX,True,118,mate,black,15+15,fatmat,1350,sassou,1201,Alekhine Defense #2,5
vAOIY0jj,True,66,mate,black,15+15,sassou,1210,alpheus23,1280,Sicilian Defense: Nimzowitsch Variation,4
gHld9WSr,True,120,draw,draw,15+15,sureka_akshat,1139,sassou,1212,Four Knights Game: Italian Variation,8
dh2xQb3X,True,36,mate,black,15+15,sassou,1220,kapi77,1341,Italian Game: Two Knights Defense |  Fried Liver Attack,11
TKwuIzb6,True,26,mate,black,15+15,sassou,1234,cohiba_313,1359,Italian Game: Anti-Fried Liver Defense,6
s752sCLr,True,62,resign,black,15+15,sassou,1275,bagelsfu,1236,Italian Game: Two Knights Defense |  Fried Liver Attack,11
lKYmVLZt,True,37,resign,white,15+15,sabayossi,1433,sassou,1282,Alekhine Defense: Maroczy Variation,3
dRhehsEy,True,24,resign,black,15+15,trelynn17,1132,sassou,1276,Queen's Gambit Refused: Marshall Defense,4
7rbdtPwO,False,47,resign,white,30+2,sassou,1276,maougnassou,1308,Italian Game: Anti-Fried Liver Defense,6
ahwTovI0,True,37,resign,black,15+15,laeufer26,1228,sassou,1266,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
fgK91ojo,True,24,resign,black,15+15,sassou,1273,popsun,1409,Caro-Kann Defense: Exchange Variation,5
Cmhkui8U,True,9,resign,white,15+15,mdaboczi,1338,sassou,1277,Queen's Pawn Game #2,3
TRpFAEWd,True,47,mate,white,15+15,sassou,1263,marktop1,1336,Sicilian Defense: Modern Variations |  Main Line,8
btHFH9xr,True,85,mate,white,15+15,rougethunder,1316,sassou,1273,English Opening: King's English Variation,2
G9xaiPFl,True,39,mate,white,15+15,sassou,1248,shobik24,1253,Goldsmith Defense,2
RkMlSx4r,True,58,mate,black,15+15,maninayebi,1335,sassou,1233,Nimzo-Indian Defense,6
Z1CTghfR,True,95,mate,white,15+15,sassou,1223,agilm,1189,Italian Game: Two Knights Defense |  Fried Liver Attack,11
X4QqWp8Q,True,2,resign,black,15+15,pune123,1443,sassou,1204,Alekhine Defense,2
R6dF4yRx,True,97,mate,white,15+15,failedocean,1227,sassou,1216,Queen's Gambit Refused: Marshall Defense,4
PLxCc87r,True,12,draw,draw,15+15,sassou,1215,lumipa,1219,Italian Game,5
p7a4FGwp,True,30,resign,white,15+15,fastandbulbous420,1227,sassou,1227,Four Knights Game: Italian Variation,8
3udM9T6k,True,43,mate,white,10+0,minimouf,1550,sassou,1225,Bogo-Indian Defense: Exchange Variation,8
hkMNenrh,True,11,resign,white,15+15,goodolddaystr,1325,sassou,1234,Alekhine Defense,2
jrmlULM0,True,72,mate,black,15+15,gonzalogp98,1212,sassou,1221,Alekhine Defense: Saemisch Attack,5
JbLparSt,True,156,mate,black,15+15,sassou,1226,vladimir_shindin,1478,King's Knight Opening,3
mqZFkCf3,True,18,resign,black,25+0,sassou,1228,martin74,1626,Queen's Gambit Declined,4
dZn9WLT5,False,77,mate,white,10+2,gotochess,1191,sassou,1228,French Defense: Classical Variation |  Steinitz Variation,7
MgL176RS,True,32,resign,black,30+0,quent0,1422,sassou,1210,Alekhine Defense: Two Pawn Attack,5
V16nc5AF,True,35,resign,white,15+15,dangerflaps,1186,sassou,1223,Vienna Game: Vienna Gambit,5
GT8TdRlm,True,85,mate,white,15+15,sassou,1212,shazzam9999,1212,Modern Defense,2
2P2u5f63,True,50,resign,black,15+15,sassou,1228,chessn00b47,1343,Scandinavian Defense: Panov Transfer,6
15nlkNRf,True,111,resign,white,10+10,japonxino,1865,isachess,1862,Yusupov-Rubinstein System,5
xwl41jna,True,65,outoftime,white,7+2,isachess,1852,roshan_ie,1852,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
1zRjgcqm,True,73,resign,white,15+0,cliff_walker,1833,isachess,1863,Benoni Defense,4
vfnLULoh,True,125,resign,white,15+0,isachess,1851,sergej1956,1918,Sicilian Defense: Hyperaccelerated Dragon,4
ut6LIGPI,True,76,resign,black,15+0,isachess,1861,pogrib,1844,Italian Game: Anti-Fried Liver Defense,6
1KbSJtjs,True,65,outoftime,white,10+0,isachess,1853,tartetatin,1774,Ruy Lopez: Berlin Defense #2,6
cqrATt9o,True,41,mate,white,10+0,juncinmestrella,1910,isachess,1862,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
deKfSOPy,True,59,resign,white,10+0,isachess,1851,robinhood76,1890,French Defense: Knight Variation,3
vQ1psjxd,True,70,resign,black,15+5,tohaimr7,1860,isachess,1840,Sicilian Defense: Delayed Alapin,5
k1qV5HHz,True,34,resign,white,25+25,zpectral-chess,1828,isachess,1848,Sicilian Defense: Canal-Sokolsky Attack,5
QQ3iIM2V,True,69,outoftime,white,8+0,javier_temperley,1855,isachess,1858,Amar Opening,1
GppFo58m,True,63,resign,white,10+10,isachess,1847,jadesummer,1895,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
BoDJGVyk,True,107,resign,white,10+10,jadesummer,1885,isachess,1856,Sicilian Defense,4
tqirXAEm,True,58,resign,white,30+0,isachess,1847,borvel,1802,Queen's Pawn,1
GLC4oNZR,False,34,resign,black,20+5,isachess,1847,homayoni,1856,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,6
3eLsB99C,True,100,outoftime,black,15+0,demetrio50,1840,isachess,1837,Sicilian Defense: Alapin Variation,3
M6zMVwqK,True,80,resign,black,5+5,isachess,1848,maxpiz5,1806,Sicilian Defense: French Variation,4
yrQWTJVz,True,44,resign,black,15+0,isachess,1860,philiveykk,1820,French Defense: Knight Variation,3
aF6DiZZe,True,40,outoftime,black,10+0,azcatdave,1854,isachess,1849,Paleface Attack,3
0dm3RaQv,True,105,outoftime,white,10+0,fikr,1895,isachess,1859,Sicilian Defense,4
BxxAvvER,True,50,resign,black,15+0,isachess,1866,samdooley,1965,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
fPPfEuu5,False,144,outoftime,draw,10+0,isachess,1866,teguhmaster,1843,Sicilian Defense,4
Hysqcekp,False,81,resign,black,10+0,nf3isstrong,1835,isachess,1866,Caro-Kann Defense: Classical Variation |  Flohr Variation,11
oaKcGCrO,True,69,resign,black,15+0,isachess,1877,dzigibau,1860,Ruy Lopez: Bird Variation,6
xMezmOBz,True,77,mate,white,7+8,edil1800,1849,isachess,1874,Sicilian Defense: Najdorf Variation |  Adams Attack,11
46AuHfcq,True,158,mate,black,6+6,humb,1835,isachess,1865,Blumenfeld Countergambit #2,6
A7ddojjI,True,107,draw,draw,15+5,isachess,1866,claudiucojo,1835,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
SGqoxO3v,True,117,mate,white,15+0,isachess,1856,abikhoshnavaz,1829,Ruy Lopez: Morphy Defense #2,12
pHJ5zXyE,True,44,resign,white,10+0,isachess,1845,sakkkakas,1846,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
WqMvA7iE,True,40,resign,black,15+0,seetripuu,1834,isachess,1835,Sicilian Defense: Old Sicilian,4
s3v6jMaX,True,59,resign,white,15+5,seif22,1846,isachess,1845,Caro-Kann Defense,2
hl3zLZmV,False,110,resign,black,10+0,isachess,1845,nicolo97,1917,Queen's Gambit Refused: Marshall Defense,4
PHYPEO42,True,30,resign,black,15+0,isachess,1858,tajbo4,1790,Scandinavian Defense: Mieses-Kotroc Variation,4
NgZ8xxFe,True,54,resign,black,10+0,nespil,1871,isachess,1847,Sicilian Defense: Old Sicilian,4
1ZeBVc5V,True,69,resign,black,10+0,isachess,1846,turix,1869,Philidor Defense,5
OmwDxZpJ,True,178,mate,black,16+0,sergeylobanov,1843,isachess,1836,Sicilian Defense: Alapin Variation,3
JewxmuG9,True,136,resign,black,15+0,clown_with_a_knife,1800,isachess,1826,Sicilian Defense,2
0gTDO6Av,False,124,mate,black,8+0,taranga,1283,whfo,1267,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
t7vvcwqO,True,96,resign,black,10+4,phileasfrog,1290,taranga,1270,Hungarian Opening,1
igSDFKv0,True,53,outoftime,white,12+0,patrizio67,1331,taranga,1281,Queen's Pawn Game #3,4
facMwkUo,True,39,mate,white,10+0,piroz_xucestih,1304,taranga,1292,Van't Kruijs Opening,1
j5KY62yS,True,10,mate,black,10+0,taranga,1305,piroz_xucestih,1293,French Defense: Normal Variation,3
nyYULwUl,True,51,mate,white,10+0,lelik3310,1308,taranga,1317,Center Game: Berger Variation,8
h0YsGMhj,True,18,resign,black,15+0,cesar1945,1296,taranga,1305,Italian Game: Giuoco Piano |  Greco's Attack,13
o4T7dj5h,False,106,mate,black,30+0,marmoraka5,968,taranga,1305,Four Knights Game: Italian Variation,8
VgNt0SSX,False,38,mate,black,15+15,taranga,1293,vikrant_dalvi,1466,Philidor Defense #3,5
UvqLtnPM,True,59,mate,white,7+2,xapoh,1500,taranga,1299,Ruy Lopez: Exchange Variation,7
1b0kpInt,True,111,mate,white,7+2,taranga,1288,jamila1234,1232,Caro-Kann Defense,3
dJEtAQp7,True,28,resign,black,7+2,taranga,1289,hknight_chess,2108,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
ZPHBiKBY,False,101,outoftime,white,7+2,blassterkal,1431,taranga,1289,Center Game: Normal Variation,6
I8odmGjb,False,15,mate,white,7+2,striker123,1806,taranga,1289,Scotch Game,7
DijZlfMy,False,42,resign,white,7+2,taranga,1289,yugesh_naidu,1311,Philidor Defense #3,5
LyRqbD4d,False,118,resign,black,7+2,blassterkal,1431,taranga,1289,Englund Gambit Declined |  Reversed French,3
CvakmVNb,False,34,resign,black,7+2,taranga,1289,andreas636,1484,Giuoco Piano,6
O037dETy,False,60,resign,black,7+2,taranga,1289,armourbuddy,1810,Sicilian Defense: Hyperaccelerated Fianchetto,5
CxQlHSnq,False,66,resign,black,7+2,striker123,1806,taranga,1289,Scotch Game,5
Q0jogkvi,False,21,outoftime,white,5+8,taranga,1289,snapper,1500,Philidor Defense #3,5
QurxyQkA,True,73,mate,white,15+1,moon50,1409,taranga,1297,Ruy Lopez: Morphy Defense |  Caro Variation,8
mJ9VpdxV,True,159,mate,white,15+1,taranga,1280,moon50,1485,Italian Game: Anti-Fried Liver Defense,6
edYOVb5F,False,74,resign,white,15+0,taranga,1280,italiantranslator,1211,Scandinavian Defense: Mieses-Kotroc Variation,4
GstYv2mJ,False,28,mate,black,15+0,italiantranslator,1211,taranga,1280,Crab Opening,3
dFQ5D7CS,True,112,mate,black,10+0,taranga,1281,naoufel,1765,Philidor Defense #4,6
2FpFvoMt,True,104,resign,black,15+1,taranga,1288,moon50,1454,Petrov's Defense,4
cywOBEY5,True,40,mate,black,15+1,moon50,1560,taranga,1270,Queen's Gambit Refused: Chigorin Defense #2,5
pnU8dLUx,True,44,mate,black,15+1,taranga,1274,moon50,1534,Sicilian Defense: Jalalabad Variation,4
lE65efFF,True,150,draw,draw,15+1,taranga,1259,moon50,1663,Italian Game: Anti-Fried Liver Defense,6
bCVL4bZl,True,60,mate,black,10+0,trotil45,1614,taranga,1238,Queen's Pawn Game: London System,5
WUyPeYW8,True,37,mate,white,10+0,taranga,1221,hsanderr,1417,French Defense: Advance Variation |  Milner-Barry Gambit,11
xRY7h8aS,True,88,outoftime,black,10+0,taranga,1222,madara21,1732,Sicilian Defense: Open #3,7
92UGyHOr,True,113,mate,white,10+0,hallowdance,1232,taranga,1234,Ruy Lopez: Exchange Variation,7
UqxaqU7R,True,55,mate,white,20+5,taranga,1240,kingofchess2017,1219,Russian Game: Damiano Variation |  Kholmov Gambit,8
TTzZc8gW,True,135,mate,white,10+0,harrygz,1590,dbschultz,1600,English Opening: Carls-Bremen System,5
F7oADKYb,True,137,draw,draw,10+0,rinoooo,1568,dbschultz,1617,Italian Game,5
GoYkQEoS,True,97,outoftime,white,10+0,dbschultz,1500,nienkotter,1358,Four Knights Game,6
DszY6Pr4,False,33,resign,black,10+2,thegrim123321,1384,robin512,1325,Pirc Defense #4,2
FhJcOzZW,False,29,resign,black,30+0,thegrim123321,1384,jdominguez,1265,Zukertort Opening: Old Indian Attack,3
kKFslhlg,False,55,resign,black,2+10,thegrim123321,1384,sam7neeee,1950,Zukertort Opening: Sicilian Invitation,2
VVkKGe4E,True,91,resign,white,20+10,thegrim123321,1377,batatinhaazul,1249,Scandinavian Defense: Mieses-Kotroc Variation,4
11VaOez1,True,53,resign,white,9+0,kingestee33,1375,thegrim123321,1389,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
2akR3Bit,True,49,mate,white,10+2,thegrim123321,1378,baconneggs,1361,Philidor Defense,5
mG2dEz4z,True,48,mate,black,10+2,deragon63,1261,thegrim123321,1371,King's Pawn Game: Maroczy Defense,4
xrZnbIGD,True,20,resign,black,10+9,thegrim123321,1380,brainiac007,1429,Sicilian Defense: Old Sicilian,4
lOU3lddA,True,87,mate,white,10+0,thegrim123321,1369,danilo1961,1368,Russian Game: Damiano Variation,6
xYEVgk0W,True,11,resign,white,10+0,piechess97,1290,thegrim123321,1371,Ruy Lopez: Morphy Defense |  Mackenzie Variation,9
QnXuc72h,True,110,draw,draw,15+3,thegrim123321,1372,merthy70,1326,St. George Defense,2
